accession	sample_title	breed	scientific_name	sex	center_name
SAMN02843172	WELCOME GARTER-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843127	STOUDER MORTY-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843165	Kerndt Stallion	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159880	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN08612464	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02843173	CHARLESDALE SUPERSTITION-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843174	VA-EARLY-DAWN SUDAN CRI-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843175	CO-OP AUDEN PARKER-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159833	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN02843128	HUNSBERGER ALCHEMY-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA32995918	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN09519613	HOLUSAM000071451889	Holstein	Bos taurus	male	University of Alberta
SAMN09519612	HOLUSAM000071852979	Holstein	Bos taurus	male	University of Alberta
SAMN09519632	HOLUSAM000072306266	Holstein	Bos taurus	male	University of Alberta
SAMN09519629	HOLUSAM000072495715	Holstein	Bos taurus	male	University of Alberta
SAMN09519620	HOLUSAM000072512148	Holstein	Bos taurus	male	University of Alberta
SAMN09519611	HOLUSAM000072826907	Holstein	Bos taurus	male	University of Alberta
SAMN09519609	HOLUSAM000073986060	Holstein	Bos taurus	male	University of Alberta
SAMN09519606	HOLUSAM000074072229	Holstein	Bos taurus	male	University of Alberta
SAMN09519603	HOLUSAM000074284017	Holstein	Bos taurus	male	University of Alberta
SAMN08612437	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN02843129	HARTLINE TITANIC-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843176	KED MTOTO JEWEL TRES-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843166	R-E-W Buckeye-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843182	DIAMOND-OAK ARMSTEAD-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843110	EMERALD-ACR-SA T-BAXTER	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843130	MORNINGVIEW ASHLAR-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159882	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN02843167	RONELEE TOYSTORY DOMAIN-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159881	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN02843177	WA-DEL SEBASTIAN-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843178	WA-DEL JARDIN MALONE-ET	Holstein	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159883	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMN02842719	209-4	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842720	CB467	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843057	KB117-4	Composite	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA2358281	Bos taurus		Bos taurus	female	EBI
SAMN08612480	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612481	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612465	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612466	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612467	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612482	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612468	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612483	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612469	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612484	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612485	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612486	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612487	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612488	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612470	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612489	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612490	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612471	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612491	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612492	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612472	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612493	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612494	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612495	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612496	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612497	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612498	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612499	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612501	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612503	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612504	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612505	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612526	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612473	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612527	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612528	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612529	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612530	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612474	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612531	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612475	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612476	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612477	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612532	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612478	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612533	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612534	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612535	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612537	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612538	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612539	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612540	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612541	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612542	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612543	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612479	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612544	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612545	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612546	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612547	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMN08612548	Model organism or animal sample from Bos taurus		Bos taurus	male	"Department of Economic Development, Jobs, Transport and Resources"
SAMEA5159763	Limousin	Limousin	Bos taurus		UNIBE-IG
SAMEA32985418	Limousin	Limousin	Bos taurus		UNIBE-IG
SAMN02843095	ROUSTAN	Limousin	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA3869561	24105		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390165	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390166	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390167	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390168	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390169	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390170	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390171	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390172	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390173	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390174	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390175	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390176	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390177	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390178	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390179	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390180	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390181	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMN04545560	ND064	NDama	Bos taurus		Seoul National University
SAMN04545561	ND118	NDama	Bos taurus		Seoul National University
SAMN04545562	ND131	NDama	Bos taurus		Seoul National University
SAMN04545563	ND148	NDama	Bos taurus		Seoul National University
SAMN04545564	ND158	NDama	Bos taurus		Seoul National University
SAMN04545565	ND166	NDama	Bos taurus		Seoul National University
SAMN04545566	ND169	NDama	Bos taurus		Seoul National University
SAMN04545567	ND183	NDama	Bos taurus		Seoul National University
SAMN04545568	ND719	NDama	Bos taurus		Seoul National University
SAMN04545569	ND730	NDama	Bos taurus		Seoul National University
SAMEA3390182	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390183	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390184	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390185	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390186	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390187	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390188	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390189	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390190	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390191	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390192	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390193	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390194	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390195	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390196	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390197	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390198	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA3390199	GENOME-WIDE STUDY OF STRUCTURAL VARIANTS IN BOVINE		Bos taurus		INRA JOUY-EN-JOSAS
SAMEA33001168	Normande	Normande	Bos taurus		UNIBE-IG
SAMN04545570	OgD1	Kenana	Bos indicus		Seoul National University
SAMN04545571	OgD2	Kenana	Bos indicus		Seoul National University
SAMN04545573	OgD4	Kenana	Bos indicus		Seoul National University
SAMN04545574	OgD5	Kenana	Bos indicus		Seoul National University
SAMN04545575	OgD6	Kenana	Bos indicus		Seoul National University
SAMN04545576	OgD7	Kenana	Bos indicus		Seoul National University
SAMN04545577	OgD8	Kenana	Bos indicus		Seoul National University
SAMN04545578	OgS1	Kenana	Bos indicus		Seoul National University
SAMN04545579	OgS2	Kenana	Bos indicus		Seoul National University
SAMEA5159836	Piemontese	Piemontese	Bos taurus		UNIBE-IG
SAMEA19324918	Piemontese	Piemontese	Bos taurus		UNIBE-IG
SAMEA33001918	Piemontese	Piemontese	Bos taurus		UNIBE-IG
SAMN01915349	Vialli	Piedmontese	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN01915345	Tyson	Piedmontese	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02941216	FOCUS	Piedmontese	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941219	FRANKLIN	Piedmontese	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941218	FIERO	Piedmontese	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941217	BILLY	Piedmontese	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941215	CROSS	Piedmontese	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA5159845	Pinzgauer		Bos taurus		UNIBE-IG
SAMN01915350	Red CO CO NB NONE Better 725	Red Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02941207	Red Harron Cleghorn 20H	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843147	RED GOLD-BAR KING V415 107K	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839613	CFCC_4415P	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843148	RED CROWFOOT 6253S	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02842702	XO_7729T	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02839614	EJK_10U	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843149	RED BRYLOR ARSON 40X	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN01915346	Gold Sleep Easy 690F	Red Angus	Bos taurus		"Livestock Gentec, University of Alberta"
SAMN02941209	LIAHN GOOD AS GOLD 7141G	Red Angus	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02941201	BEEF MAKER R13	Simmental	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843065	COVINO	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843100	BYSANTIN	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843136	CAPONE	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843137	CUNIC	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843069	DANIGO	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843138	COCA COLA	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMN02843064	DIAGNOSTIC	Maine Anjou	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMEA4644767	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA5160021	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA4644726	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32986918	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32995168	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32996668	Holstein	Holstein	Bos taurus		UNIBE-IG
SAMEA32987668	Romagnola	Romagnola	Bos taurus		UNIBE-IG
SAMEA32988418	Romagnola	Romagnola	Bos taurus		UNIBE-IG
SAMEA32989168	Romagnola	Romagnola	Bos taurus		UNIBE-IG
SAMEA2422242	Whole genome sequencing of a Romagnola cattle	Romagnola	Bos taurus		UNIBE-IG
SAMN02941220	DBL BUTLER'S GUY 120G	Salers	Bos taurus	male	"Livestock Gentec, University of Alberta"
SAMD00013606	Mishima-#10031-7821-5	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013607	Mishima-#12145-5131-9	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013608	Mishima-#12201-7737-4	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013609	Mishima-#12324-3464-9	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013610	Mishima-#12322-8055-0	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013611	Mishima-#12201-0323-6	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013612	Mishima-#12145-5133-3	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013613	Mishima-#10031-7917-5	Mishima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo University of Agriculture"
SAMD00013963	Kuchinoshima-#8915	Kuchinoshima	Bos taurus		"Department of Bioscience, Faculty of Applied Bioscience, Tokyo Univetsity of Agriculture"
SAMN02225724	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225725	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225726	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225727	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225728	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225729	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225730	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225731	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225732	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225733	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225736	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225737	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225738	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225739	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225740	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225741	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225742	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225743	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225744	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225745	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225746	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225747	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225748	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225750	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225751	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225752	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225753	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225754	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN02225755	Generic sample from Bos taurus		Bos taurus		Seoul National University
SAMN03447086	Model organism or animal sample from Bos taurus		Bos taurus	female	Ludwig-Maximilians-University
SAMN04028906	Whole genome sequencing data from a male Bos primigenius archaeological specimen from the United Kingdom	Auroch	Bos primigenius	male	University College Dublin
SAMN04576207	MIGS Eukaryotic sample RCI_001		Bos taurus		Recombinetics Inc
SAMN04576211	MIGS Eukaryotic sample RCI_002		Bos taurus		Recombinetics Inc
SAMN04576212	MIGS Eukaryotic sample parental celline 2120		Bos taurus		Recombinetics Inc
SAMN04576214	MIGS Eukaryotic sample from parental celline 2122		Bos taurus		Recombinetics Inc
SAMN09379746	108375258		Bos taurus	male	University of Alberta
SAMN09379752	409268951		Bos taurus	male	University of Alberta
SAMN10598549	Genome edited Holstein	Holstein	Bos taurus	male	"University of California, Davis"
SAMN10598550	Genome edited Holstein x Hereford (GH.H.) calf 1	Holstein x Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598551	Genome edited Holstein x Hereford (GH.H.) calf 2	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598552	Genome edited Holstein x Hereford (GH.H.) calf 3	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598553	Genome edited Holstein x Hereford (GH.H.) calf 4	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598554	Genome edited Holstein x Hereford (GH.H.) calf 5	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598555	Genome edited Holstein x Hereford (GH.H.) calf 6	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598556	Hereford dam for GH.H. calf 1	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598557	Hereford dam for GH.H. calf 3	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598558	Hereford dam for GH.H. calf 5	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598559	Hereford dam for GH.H. calf 2	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598560	Hereford dam for GH.H. calf 6	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598561	Hereford dam for GH.H. calf 4	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598562	Hereford x Hereford (H.H.) calf 1	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598563	Hereford x Hereford (H.H.) calf 2	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598564	Hereford x Hereford (H.H.) calf 3	Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598565	Hereford dam for H.H. calf 3	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598566	Hereford dam for H.H. calf 2	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598567	Hereford dam for H.H. calf 1	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598568	Holstein Sire for Ho.H. calfs 1&2&3	Holstein	Bos taurus	male	"University of California, Davis"
SAMN10598569	Hereford sire for H.H. calfs 2&3	Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598570	Hereford sire for H.H. calf 1	Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598571	Holstein x Hereford (Ho.H.) calf 1	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598572	Holstein x Hereford (Ho.H.) calf 2	Holstein x Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598573	Hereford dam for Ho.H. calf 1	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598574	Hereford dam for Ho.H. calf 2	Hereford	Bos taurus	female	"University of California, Davis"
SAMN10598575	Holstein x Hereford (Ho.H.) calf 3	Holstein x Hereford	Bos taurus	male	"University of California, Davis"
SAMN10598576	Hereford dam for Ho.H. calf 3	Hereford	Bos taurus	female	"University of California, Davis"
SAMEA5714970	Scotish Highland Cattle	Scotish Highland	Bos taurus		UNIBE-IG
